Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Ford,Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,19,6578.9,Fiesta 1.4 Duratec ZXI,1.5
Honda,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,18,3666.7,Civic 2006-2010 1.8 V MT,3.25
Maruti Suzuki,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061.0,57.5,5.0,19,3423.5,Wagon R LX DUO BSIII,1.95
Maruti Suzuki,Delhi,2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12,1856.8,Ertiga ZDI,6.5
Hyundai,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,13,4862.3,Grand i10 CRDi Sportz,3.71
Hyundai,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,8,3875.0,Xcent 1.2 VTVT E Plus,5.0
Hyundai,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,18,3333.3,i10 Era,1.99
Honda,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,9,3556.2,Amaze S i-Vtech,4.25
Audi,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,17,4588.2,A6 2.7 TDI,8.0
Hyundai,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,15,632.6,i10 Magna 1.2 iTech SE,2.95
Renault,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,8,625.0,KWID RXT Optional,3.5
Audi,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,14,4285.7,A4 New 2.0 TDI Multitronic,16.0
Maruti Suzuki,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,11,4545.5,Alto 800 LXI Airbag,2.75
Honda,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11,4818.2,City i VTEC VX Option,6.95
Mercedes-Benz,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,15,4266.7,New C-Class C250 Avantgarde,12.5
Audi,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,9,4869.7,Q5 3.0 TDI Quattro Technology,36.83
Volkswagen,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,15,2428.7,Polo 1.2 MPI Comfortline,2.7
Hyundai,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9,3888.9,Creta 1.4 E Plus Diesel,9.9
Honda,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,15,6322.1,City 1.5 V MT,3.83
Honda,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,14,6312.9,City 1.5 S MT,5.25
Maruti Suzuki,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,10,4519.4,S Cross DDiS 320 Alpha,7.75
Maruti Suzuki,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,16,4125.0,SX4 Vxi BSIV,2.46
Maruti Suzuki,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,12,3214.8,Swift Dzire VDI,3.96
Maruti Suzuki,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,11,3636.4,Ertiga ZDI,8.25
Hyundai,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8,2579.0,i20 1.2 Spotz,7.58
Hyundai,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,12,6086.8,Grand i10 CRDi Magna,3.99
Honda,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,12,4521.4,City i VTEC SV,6.25
Skoda,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,13,7153.8,Rapid 1.6 TDI Elegance,5.0
Mercedes-Benz,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,21,4857.1,E-Class E270 CDI,4.65
Hyundai,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,10,2888.1,Santa Fe 4WD AT,21.37
Maruti Suzuki,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,19,2747.1,Alto LXi,1.75
Isuzu,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,8,2552.8,D-MAX V-Cross 4X4,16.09
Hyundai,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,14,2714.3,Verna 1.4 CRDi GL,4.1
Ford,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,11,8444.1,Figo Diesel ZXI,3.56
Honda,Pune,2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,16,2687.5,City 1.5 S MT,4.21
Hyundai,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,11,5181.8,Verna 1.6 CRDi S,6.6
Hyundai,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,8,4054.2,Creta 1.6 SX Plus Petrol Automatic,14.35
Ford,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9,3555.6,Ecosport 1.5 DV5 MT Titanium,9.5
BMW,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,15,3933.3,X6 xDrive30d,21.9
BMW,Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,10,7646.7,5 Series 2013-2017 520d Luxury Line,30.45
Ford,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,10,10000.0,Figo Aspire 1.5 TDCi Ambiente,5.1
Hyundai,Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,13,2852.8,Verna VTVT 1.6 AT EX,5.44
Ford,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,16,8437.5,Ikon 1.4 TDCi DuraTorq,1.6
Audi,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12,4571.8,A6 2011-2015 2.0 TDI,16.67
Hyundai,Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,14,4014.3,i20 2015-2017 Sportz AT 1.4,3.85
Toyota,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,15,11267.1,Fortuner 2.8 4WD MT,10.64
Renault,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,10,2022.9,KWID RXT,3.5
Chevrolet,Chennai,2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,18,3444.4,Spark 1.0 LT,1.1
Hyundai,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,15,3433.3,Verna Transform VTVT,2.6
BMW,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,14,4928.6,3 Series 320d Sport Line,18.5
Maruti Suzuki,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11,5679.6,Swift Dzire VDI,7.95
Hyundai,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,9,6722.2,Xcent 1.2 CRDi E Plus,5.49
Honda,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9,1997.6,Jazz V CVT,6.95
Tata,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,18,16666.7,Indigo LS,1.0
Ford,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,13,9461.5,Fiesta Classic 1.4 Duratorq CLXI,4.45
Maruti Suzuki,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,10,4529.6,S-Cross Alpha DDiS 200 SH,6.99
Maruti Suzuki,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,18,4295.8,SX4 Zxi with Leather BSIII,3.51
Maruti Suzuki,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8,3232.2,Baleno Zeta Automatic,7.54
Maruti Suzuki,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,10,12000.0,Ritz LDi,3.65
Hyundai,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,10,2200.0,Elantra CRDi SX AT,16.0
Chevrolet,Kolkata,2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,14,785.7,Spark 1.0 LT,1.4
Hyundai,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9,433.3,i20 1.2 Spotz,6.45
Hyundai,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,10,10609.2,Xcent 1.1 CRDi Base,4.4
Honda,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,11,2454.5,Jazz 1.2 V CVT i VTEC,5.95
Honda,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,13,846.2,Brio S MT,3.9
Mercedes-Benz,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,10,3975.3,E-Class E250 CDI Avantgrade,35.28
Tata,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,9,4422.2,Hexa XT,14.25
Hyundai,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9,8111.1,Xcent 1.1 CRDi Base,4.5
Ford,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11,5000.0,Ecosport 1.5 DV5 MT Titanium Optional,7.5
Tata,Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,9,2039.0,Nano XTA,3.41
Honda,Pune,2013,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,13,3461.5,Brio VX,3.25
Maruti Suzuki,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,10,11220.0,Ertiga SHVS ZDI Plus,8.3
Hyundai,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,16,1812.5,i10 Sportz 1.2,3.45
Mahindra,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11,4853.8,XUV500 W10 2WD,11.95
Volkswagen,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,16,4437.5,Vento Diesel Highline,4.25
Tata,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,12,7750.0,Safari Storme 2012-2015 VX,8.25
Honda,Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,16,7437.5,Accord 2.4 Elegance M/T,5.95
Maruti Suzuki,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,10,4222.5,Eeco 7 Seater Standard,4.3
Maruti Suzuki,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,14,4642.9,Swift VDI,3.9
Maruti Suzuki,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10,2780.9,Baleno Zeta Automatic,6.41
Mahindra,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11,5918.2,XUV500 W8 2WD,8.36
Hyundai,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,12,4250.0,Xcent 1.2 Kappa S,3.85
Mercedes-Benz,Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,9,1111.1,New C-Class C 220 CDI Style,36.0
Skoda,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,15,3659.7,Superb 1.8 TSI MT,7.5
Volkswagen,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,11,7342.5,CrossPolo 1.5 TDI,5.7
Maruti Suzuki,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7,1725.1,Ignis 1.2 Delta,5.5
Maruti Suzuki,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,10,4900.0,Swift VDI BSIV,5.9
Honda,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,11,3851.5,City i VTEC VX Option,7.75
BMW,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,16,4250.0,5 Series 530d Highline Sedan,18.0
Skoda,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,18,6799.8,Laura Ambiente,4.4
Volkswagen,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,9,5614.9,Polo GT TSI,8.27
Renault,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,12,4608.3,Duster 85PS Diesel RxL,4.75
Honda,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,18,4060.8,City 1.5 S AT,3.8
Volkswagen,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,15,3406.7,Vento Diesel Highline,3.4
Hyundai,Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,10,1343.6,Grand i10 Sportz,4.7
Ford,Pune,2008,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,18,4222.2,Fiesta 1.4 ZXi Duratec,1.49
Hyundai,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,10,6314.1,Xcent 1.1 CRDi S,4.5
Honda,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,12,6240.4,Amaze VX i-DTEC,5.4
Honda,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10,1400.0,City i VTEC CVT VX,11.5
Renault,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,14,4000.0,Fluence 1.5,3.5
BMW,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,16,2875.0,5 Series 520d Luxury Line,16.5
Maruti Suzuki,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,14,3700.0,SX4 ZXI MT BSIV,3.9
Honda,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,19,4263.2,City ZX CVT,3.25
Volkswagen,Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,8,2171.2,Ameo 1.2 MPI Comfortline,5.84
Volkswagen,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,10,1845.6,Ameo 1.2 MPI Comfortline,5.75
Audi,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,16,3687.5,A4 2.0 TDI Multitronic,10.0
Maruti Suzuki,Mumbai,2006,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,20,7076.8,Wagon R VXI,1.05
Hyundai,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,13,3923.1,Verna SX CRDi AT,5.64
Mercedes-Benz,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,7,4187.3,GLC 220d 4MATIC Style,50.97
BMW,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,10,3100.0,3 Series Luxury Line,29.95
Honda,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,12,6666.7,Mobilio V Option i DTEC,4.85
Hyundai,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,10,3300.0,Creta 1.6 CRDi AT SX Plus,14.5
Honda,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,15,4770.4,City 1.5 S MT,5.5
Ford,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,15,5666.7,Fiesta 1.4 TDCi EXI,3.2
Maruti Suzuki,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,10,9100.0,Swift Dzire LDI,4.5
Mercedes-Benz,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,11,6653.4,E-Class E250 CDI Launch Edition,30.72
Chevrolet,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,17,13647.1,Captiva LT,3.5
Toyota,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,19,6688.4,Innova 2.5 V Diesel 7-seater,6.99
Mahindra,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,12,4901.3,Quanto C8,3.45
Honda,Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11,5801.6,City i VTEC V,6.57
Audi,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,12,3333.3,A4 2.0 TDI 177 Bhp Premium Plus,17.5
Volkswagen,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,13,5957.3,Polo Diesel Comfortline 1.2L,3.75
Ford,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9,1555.6,EcoSport 1.5 Petrol Titanium Plus AT,9.99
Toyota,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,14,6080.1,Innova 2.5 G (Diesel) 7 Seater BS IV,8.2
Honda,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,21,5857.1,City 1.5 EXI,1.1
Maruti Suzuki,Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,11,5545.5,SX4 Green Vxi (CNG),3.89
Maruti Suzuki,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,11,5792.2,Alto 800 2016-2019 LXI Optional,2.45
Mercedes-Benz,Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,17,3117.6,M-Class ML 320 CDI,13.75
Maruti Suzuki,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,9,6666.7,Swift Dzire LDI,3.0
Maruti Suzuki,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9,3666.7,Vitara Brezza ZDi Plus Dual Tone,9.25
Volvo,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,13,2384.6,S60 D5 Summum,17.65
Toyota,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,12,6583.3,Fortuner 4x2 AT,18.25
Hyundai,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,13,5224.2,i20 Sportz Option Diesel,3.45
Audi,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,11,5360.9,A4 35 TDI Premium,23.75
Nissan,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,13,4615.4,Terrano XV D Pre,5.45
Maruti Suzuki,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,9,3913.9,Celerio ZXI AMT,5.25
Hyundai,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,14,4448.7,i10 Sportz AT,2.9
BMW,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,16,5000.0,3 Series 320d,14.2
Hyundai,Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,8,5462.2,Grand i10 Sportz,5.8
Hyundai,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,9,3116.9,Grand i10 Asta Option AT,7.22
Hyundai,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,10,2909.1,Grand i10 1.2 Kappa Sportz,4.87
Volkswagen,Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,13,4846.2,Polo 1.2 MPI Comfortline,3.3
Honda,Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,19,4789.5,City ZX EXi,3.0
Mercedes-Benz,Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,12,2500.0,GLA Class 200 CDI,26.0
Maruti Suzuki,Hyderabad,2017,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,9,2730.1,Omni 8 Seater BSIV,2.9
Hyundai,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,12,3750.0,Verna 1.6 SX VTVT AT,7.5
Maruti Suzuki,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,11,2237.9,Alto 800 LXI,2.36
Maruti Suzuki,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9,2991.9,Vitara Brezza ZDi Plus Dual Tone,11.39
Mahindra,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13,6748.9,XUV500 W8 2WD,7.02
Maruti Suzuki,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10,3529.9,Vitara Brezza ZDi,8.0
Hyundai,Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9,5734.7,i20 1.2 Spotz,7.11
Mercedes-Benz,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,28,1975.0,E-Class 250 D W 210,3.9
Maruti Suzuki,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,17,3828.8,Alto LXi,2.15
Honda,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,13,3076.9,Amaze S i-Vtech,3.25
Land Rover,Kochi,2015,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,11,3497.0,Range Rover Sport HSE,70.66
Hyundai,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,13,5531.1,Grand i10 CRDi Magna,4.61
Honda,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,18,4833.3,Civic 2006-2010 1.8 S MT,2.35
Hyundai,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,12,2750.0,Grand i10 CRDi Magna,4.05
Maruti Suzuki,Jaipur,2009,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,17,1300.0,800 AC Uniq,0.8
Toyota,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,12,4965.8,Etios Liva Diesel,5.6
Hyundai,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,11,4000.0,i20 Magna 1.4 CRDi,5.35
Maruti Suzuki,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,9,1333.3,Alto K10 VXI,3.25
BMW,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,14,4714.3,X1 sDrive20d,11.5
Maruti Suzuki,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,10,3800.9,Celerio VXI AT,4.25
Skoda,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,17,2058.8,Superb Elegance 1.8 TSI AT,4.45
Mahindra,Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,17,4117.6,Xylo E4,2.85
Mahindra,Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12,7166.7,XUV500 W8 2WD,7.85
Maruti Suzuki,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,10,3200.0,Swift Dzire VXI,5.3
Ford,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,9,1666.7,Ecosport 1.0 Ecoboost Platinum Edition,8.0
Toyota,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,12,5826.5,Corolla Altis Diesel D4DG,9.43
Hyundai,Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,14,2785.7,i20 2015-2017 1.2 Magna,2.75
Renault,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,8,126.4,Captur 1.5 Diesel Platine Mono,13.5
Mercedes-Benz,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,17,5000.0,E-Class 280 CDI,9.99
Maruti Suzuki,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,9,5184.8,Baleno RS 1.0 Petrol,6.95
Nissan,Chennai,2015,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,11,2454.5,Sunny 2011-2014 XL AT Special Edition,6.75
Hyundai,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,11,1363.6,Grand i10 AT Asta,5.5
Maruti Suzuki,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8,1321.9,Ciaz Zeta,9.18
Hyundai,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,12,1041.7,Xcent 1.2 Kappa S,4.15
Hyundai,Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,14,3714.3,Verna 1.6 SX CRDi (O),6.5
Maruti Suzuki,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,11,4528.9,Wagon R VXI 1.2,4.11
Hyundai,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,18,5000.0,Verna CRDi,2.25
Toyota,Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,11,4746.1,Etios Liva G,4.56
Mahindra,Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,13,12874.0,Xylo E4 ABS BS III,4.0
Toyota,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,11,4535.8,Etios Liva GD,5.27
Mahindra,Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,7,1860.6,Thar DI 4X4,9.11
Nissan,Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,16,8000.0,X-Trail SLX MT,6.2
Toyota,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,9,2891.4,Innova Crysta 2.8 ZX AT,19.97
Hyundai,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10,4278.4,Creta 1.4 CRDi S,10.17
Maruti Suzuki,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,12,9583.3,Swift VDI,4.5
Hyundai,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,7,4361.3,Verna 1.6 CRDI SX Option,14.28
Maruti Suzuki,Kochi,2012,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,14,1058.1,Alto LXi BSIII,2.47
Maruti Suzuki,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,10,5800.0,S Cross DDiS 200 Alpha,7.9
Hyundai,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,15,4541.9,EON Era,2.3
Nissan,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,13,4863.1,Terrano XL,6.5
Hyundai,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,10,3000.0,EON Era,3.25
